,text,text_2,score,length
2854,Jarzembowski,CristianoDemócrata,9.888022048410349,30
2863,EuropeaIzquierda,Vicepresidenta,9.887915088668676,30
2874,confrontándola,Socialdemócratas,9.88780770458689,30
2892,SurEuropaAtlántico,Koulourianos,9.88767302832957,30
2923,SurEuropaAtlántico,Euroafricana,9.887366957053946,30
2926,BoumedienneThiery,Installations,9.88730634424812,30
2941,turcochipriota,upadministration,9.887080640224678,30
2948,Gubernamental,Complementariedad,9.887035350655452,30
2957,Socialdemócratas,Rechtsakademie,9.886957114308647,30
2962,Socialdemócratas,Presupuestario,9.886935900691606,30
2997,Transdniéster,Höhereinstufungen,9.886663726914533,30
3013,Interuniversitaire,Consumidores,9.886518701677785,30
3035,Matabelelandia,Euromediterráneo,9.886381516297511,30
3037,HamburgoCopenhague,Brandemburgo,9.886375350601588,30
3038,Developments,Interparlamentaria,9.886365763093536,30
3040,Euromediterráneo,ParísStGermain,9.886357571328764,30
3058,Interuniversitaire,Papayannakis,9.886208043685293,30
3077,Socialdemócratas,ParísStGermain,9.886074368745573,30
3084,Interparlamentario,Experimental,9.886016454102606,30
3090,KreissDörfler,BruselasAmsterdam,9.886000376163238,30
3123,Euromediterráneo,Centroafricana,9.88574596511546,30
3135,Conservadores,BruselasAmsterdam,9.885653567369653,30
3138,desfiscalización,juridictionnel,9.885628272743359,30
3149,Managementknow,Steuereintreiber,9.885522970183482,30
3151,anticipándome,superdiplomáticos,9.885515634590169,30
3173,judeocristiano,preabolicionista,9.885345608761543,30
3188,SOSDemocracia,desresponsabiliza,9.885203859922777,30
3197,Socialdemócratas,Interamericana,9.885135570090375,30
3200,liberalizadores,Institucionales,9.885064785130313,30
3207,Interparlamentario,Sheperdstown,9.885000251837624,30
3213,VodafoneMannesmann,Quetzalcoatl,9.88495674361194,30
3229,CristianoDemócrata,Inspectorate,9.884838394212917,30
3249,BruselasAmsterdam,Mainstreaming,9.884580764540278,30
3337,BasseNormandie,BoumedieneThiery,9.883940439309637,30
3348,Steuereintreiber,overthecounter,9.883865655333501,30
3364,Interparlamentaria,Subsahariana,9.883738284077015,30
3373,SOSDemocracia,toxicodependencia,9.88366240694136,30
3386,Handlungsbedarf,Schweigepflicht,9.8835118215,30
3428,RothBehrendt,Wohlfahrtsverbände,9.88314573917383,30
3430,Interinstitucional,Constitución,9.883122651179168,30
3450,Sheperdstown,Interuniversitaire,9.882947826905225,30
3454,Interparlamentaria,Experimental,9.88292830358217,30
3463,Complementariedad,Møllergårdens,9.882876878784009,30
3474,Socialdemócratas,Centroafricana,9.882796091862478,30
3509,liberalizadores,circunscribiera,9.882446576350914,30
3510,confrontándola,Euromediterráneo,9.882427420687746,30
3514,pedopornografía,euromediteránea,9.882408105499712,30
3520,Euromediterráneo,Diamantopoulou,9.882359445457258,30
3537,preabolicionista,LIFENaturaleza,9.882216068317158,30
3545,Gyllenhammar,Intergubernamental,9.88218002331071,30
3566,Höhereinstufungen,Constituyente,9.882041608015115,30
3603,Presupuestario,EuropeaIzquierda,9.88176260964853,30
3611,Inspectorate,SurEuropaAtlántico,9.88169295536544,30
3617,Matabelelandia,Socialdemócratas,9.881620172479554,30
3629,EuropeaTúnez,SurEuropaAtlántico,9.881506137795458,30
3653,Sheperdstown,Wohlfahrtsverbände,9.881324976350166,30
3678,HamburgoCopenhague,Beaconsfield,9.881089267985342,30
3687,Höhereinstufungen,Mainstreaming,9.881044264845773,30
3709,juridictionnel,CreutzfeldtJacob,9.880839466669718,30
3710,Transdniéster,BruselasAmsterdam,9.880819835972595,30
3725,Subsahariana,Interparlamentario,9.88070188057079,30
3745,Vicepresidentes,Vallelelersundi,9.880534231986895,30
3755,Trabajadores,Wohlfahrtsverbände,9.88047188371548,30
3773,economíatipo,demócratacristiana,9.880360687990587,30
3792,VodafoneMannesmann,Sheperdstown,9.880239497138666,30
3798,desfiscalización,disgregaciones,9.880204209376021,30
3811,Schweigepflicht,BushillMatthews,9.880081287192695,30
3839,Matabeleland,Wohlfahrtsverbände,9.879917008722899,30
3848,Managementknow,BoumedieneThiery,9.87987539964374,30
3850,liberalizadores,Handlungsbedarf,9.879860261298159,30
3871,Transilvania,Wohlfahrtsverbände,9.879693972670822,30
3888,Centroamérica,superdiplomáticos,9.879597828940142,30
3891,Cederschiöld,Wohlfahrtsverbände,9.87958563098706,30
3905,Vallelelersundi,liberalizadores,9.879445042800633,30
3906,BushillMatthews,DuffVoggenhuber,9.879433146648498,30
3923,EuropeaIzquierda,judeocristiano,9.87934546664982,30
3947,Polluterpays,Interparlamentario,9.879136924988238,30
3952,políticoeconómico,spécification,9.879106165058646,30
3972,BasseNormandie,Euromediterráneo,9.87891412331978,30
3995,Socialdemócratas,Diamantopoulou,9.87877460958605,30
4001,BushillMatthews,Handlungsbedarf,9.878708190286032,30
4019,reglamentomarco,nongovernmental,9.878585445786507,30
4035,Interamericana,EuropeaIzquierda,9.87849626188655,30
4047,juridictionnel,Constitucionales,9.878424463793285,30
4054,nongovernmental,trastrocamiento,9.878378169878154,30
4060,nospecialfee,Interuniversitaire,9.87833830131924,30
4124,Finanzplätze,SurEuropaAtlántico,9.878051153192894,30
4145,Interparlamentaria,Intervendría,9.877819968458141,30
4168,BruselasAmsterdam,Territoriales,9.877667796211218,30
4174,Managementknow,CreutzfeldtJacob,9.877656216328342,30
4236,Institucionales,Vallelelersundi,9.877245210704316,30
4253,Europafortaleza,euromediteránea,9.87715318116557,30
4277,euromediteránea,Vallelelersundi,9.876979912642845,30
4283,Vicepresidente,Euromediterráneo,9.876910359843205,30
4304,PSEVertsALEGUENGL,Mainstreaming,9.876806820259574,30
4378,Atxalandabaso,desresponsabiliza,9.876269415817214,30
4421,Intergubernamental,Sheperdstown,9.875951027160086,30
4424,Frankenbouff,SurEuropaAtlántico,9.875919092062823,30
4473,Toxicomanías,Interparlamentario,9.87564081902906,30
4474,BushillMatthews,Latinoamericano,9.875640483357108,30
4482,Wolverhampton,BoumedienneThiery,9.875620290420775,30
4483,BruselasAmsterdam,Wilhelmshaven,9.875615668270077,30
4492,SánchezNeyra,demócratacristiana,9.875555279860015,30
4501,CristianoDemócrata,Toxicomanías,9.875454235268775,30
4544,Managementknow,Euromediterráneo,9.875175350222564,30
4575,Wohlfahrtsverbände,Escandinavia,9.874958677978938,30
4585,Interparlamentaria,Sheperdstown,9.874923595236764,30
4604,EuropeaIzquierda,Diamantopoulou,9.874841963072512,30
4628,superdiplomáticos,Encefalopatía,9.87468666236775,30
4646,Koulourianos,HamburgoCopenhague,9.874611019310732,30
4661,Difundiremos,CristianoDemócrata,9.874497580492541,30
4694,Frankenbouff,VodafoneMannesmann,9.874211598871272,30
4709,Intervendría,Interparlamentario,9.874103818810154,30
4737,disgregaciones,comunitarización,9.873930804686132,30
4767,Presupuestos,CristianoDemócrata,9.873676876966684,30
4778,RothBehrendt,Intergubernamental,9.873621334884309,30
4791,Bankgeheimnis,BruselasAmsterdam,9.87352286782605,30
4805,Kitzsteinhorn,BruselasAmsterdam,9.873465557674578,30
4807,Interinstitucional,Polluterpays,9.87345773379229,30
4821,Euromediterráneo,Vicepresidenta,9.873296488312945,30
4856,BadenWürttemberg,overstretching,9.873070126291374,30
4898,BoumedienneThiery,Vallelersundi,9.872716545944192,30
4908,autoimpusiera,Höhereinstufungen,9.87263671846544,30
4912,Complementariedad,Wolverhampton,9.872593060537602,30
4925,euromediteránea,Latinoamericano,9.8725342611805,30
4968,euromediteránea,Vicepresidentes,9.872264239085307,30
4975,implementation,Euromediterráneo,9.872233766410965,30
4981,Intergubernamental,Multilateral,9.872181955099942,30
4991,Polluterpays,SurEuropaAtlántico,9.872108726149055,30
4998,VodafoneMannesmann,Commonwealth,9.872055617144307,30
5000,Interparlamentario,Voluntariado,9.872047773305383,30
5013,Gyllenhammar,VodafoneMannesmann,9.871975516607405,30
5027,CristianoDemócrata,Polluterpays,9.871908476868672,30
5050,BruselasAmsterdam,Interraciales,9.871801040941783,30
5053,Interparlamentario,Beaconsfield,9.87178328248515,30
5054,Mediterráneo,SurEuropaAtlántico,9.871757446862754,30
5061,Voluntariado,Interparlamentaria,9.87173170337729,30
5064,desresponsabiliza,francoalemana,9.871711324025105,30
5077,LIFENaturaleza,upadministration,9.871568594435336,30
5079,BruselasAmsterdam,Møllergårdens,9.871566547062372,30
5085,Finanzplätze,Interuniversitaire,9.871503797330332,30
5096,Multilateral,Interuniversitaire,9.87145565296555,30
5101,GarciaOrcoyen,BruselasAmsterdam,9.871442231301486,30
5120,pedopornografía,EuropaIzquierda,9.871334097302274,30
5122,nongovernmental,DuffVoggenhuber,9.871306884769863,30
5130,toxicodependencia,Interraciales,9.871245900774541,30
5148,Constitucionales,Presupuestario,9.8711196278426,30
5150,directivamarco,upadministration,9.871108913859915,30
5159,Interparlamentaria,Polluterpays,9.87102881897718,30
5169,Interinstitucional,constitución,9.870993618706052,30
5197,Rechtsakademie,BadenWürttemberg,9.870812367370654,30
5204,Vicepresidentes,EuropaIzquierda,9.870763812133607,30
5206,euromediteránea,trastrocamiento,9.870759164068268,30
5208,upadministration,Presupuestario,9.87074483840609,30
5217,desapariciçón,desresponsabiliza,9.870650633670156,30
5251,confrontándola,israelípalestina,9.870448476668386,30
5261,biodiversidad,desresponsabiliza,9.870377400820757,30
5316,toxicodependencia,Vallelersundi,9.87002473864205,30
5325,Interinstitucional,Pensionistas,9.869976202529816,30
5337,Møllergårdens,BoumedienneThiery,9.869900962892187,30
5348,Interparlamentario,acuerdomarco,9.869854582990495,30
5377,desfiscalización,Proporcionales,9.869707242628415,30
5382,VodafoneMannesmann,RandzioPlath,9.869668898492051,30
5415,overthecounter,BadenWürttemberg,9.869464695552253,30
5424,Socialdemócratas,Vicepresidenta,9.86941234195405,30
5460,Vallelelersundi,Europafortaleza,9.86920772295374,30
5466,transregional,desresponsabiliza,9.86914014024707,30
5470,mainstreaming,BruselasAmsterdam,9.869124354870506,30
5515,Interinstitucional,Beaconsfield,9.868854030364172,30
5522,substituirlos,superdiplomáticos,9.868815713898734,30
5528,juridictionnel,EuropeaIzquierda,9.86878169538646,30
5545,Toxicomanías,Interparlamentaria,9.86867854337219,30
5551,Vicepresidencia,EuropaIzquierda,9.868652240415052,30
5562,LIFENaturaleza,CreutzfeldtJacob,9.868567911431022,30
5593,Euromediterráneo,LIFENaturaleza,9.868430375589327,30
5600,upadministration,Finanzminister,9.868375421575173,30
5607,Beaconsfield,disfuncionamientos,9.86833640063759,30
5618,Thielemans,Intergubernamentales,9.868259907747014,30
5664,VodafoneMannesmann,Herzogenrath,9.868034656336935,30
5669,SOSDemocracia,BruselasAmsterdam,9.868011401683582,30
5685,Interuniversitaire,Gobernadores,9.867936099878142,30
5694,Vicepresidenta,Steuereintreiber,9.867905987677718,30
5708,Complementariedad,Mainstreaming,9.867826114746508,30
5711,QuisthoudtRowohl,judeocristiano,9.86778912570549,30
5720,Socialdemócratas,Proporcionales,9.867744210507828,30
5757,EuropeaSuiza,CristianoDemócrata,9.86755817000157,30
5765,Proporcionales,comunitarización,9.867516455812334,30
5770,espantapájaros,israelípalestina,9.867472907056932,30
5807,VodafoneMannesmann,Multilateral,9.867222374221443,30
5819,SurEuropaAtlántico,Papayannakis,9.867156923445755,30
5820,BruselasAmsterdam,Alyssandrakis,9.867155233390545,30
5834,Vicepresidentes,trastrocamiento,9.86708019128952,30
5855,Interparlamentario,Koulourianos,9.866990940581013,30
5859,Steuereintreiber,overstretching,9.866978191926496,30
5872,CristianoDemócrata,Papayannakis,9.866888120584633,30
5935,Vicepresidente,Steuereintreiber,9.866574694677144,30
5952,Vicepresidentes,nongovernmental,9.866468370032281,30
5968,Fundamentales,Complementariedad,9.866401826922736,30
5975,Escandinavia,Interparlamentaria,9.866369197944246,30
5983,Parlamentario,Complementariedad,9.866316499880682,30
5984,Sheperdstown,CristianoDemócrata,9.866309508091662,30
5989,CristianoDemócrata,Quetzalcoatl,9.866280370938812,30
6047,Gobernadores,HamburgoCopenhague,9.86596051816811,30
6049,directivamarco,Euromediterráneo,9.86595163611137,30
6064,Presupuestaria,Euromediterráneo,9.865882127486593,30
6065,BadenWürttemberg,Matabelelandia,9.8658766100556,30
6068,Complementariedad,Parlamentaria,9.865868280719386,30
6090,Höhereinstufungen,mainstreaming,9.865736238418894,30
6092,noalineación,Interinstitucional,9.865731201967696,30
6111,GuineaBissau,Interuniversitaire,9.86567369336017,30
6119,Wohlfahrtsverbände,febreromarzo,9.865621950779452,30
6120,Interparlamentaria,Multilateral,9.865610789241604,30
6125,Interparlamentaria,Koulourianos,9.865588670248723,30
6146,colegislación,desresponsabiliza,9.865456350619864,30
6160,Interuniversitaire,febreromarzo,9.865391747715295,30
6169,Matabelelandia,BoumedieneThiery,9.86535185797086,30
6182,Communication,superdiplomáticos,9.86530432044868,30
6218,toxicodependencia,reponderación,9.865088826207383,30
6233,Stimmbürgerschaft,KreissDörfler,9.865020104133622,30
6246,CristianoDemócrata,Escandinavia,9.864963594783937,30
6251,Interparlamentaria,Beaconsfield,9.864935042153673,30
6282,turcochipriota,Euromediterráneo,9.864814631852516,30
6284,Wohlfahrtsverbände,Consumidores,9.864805425211214,30
6313,overstretching,CreutzfeldtJacob,9.864594703358883,30
6315,acuerdomarco,CristianoDemócrata,9.864591097663393,30
6323,CristianoDemócrata,EuropeaTúnez,9.864548818722014,30
6329,Europafortaleza,Handlungsbedarf,9.864527709192805,30
6336,upadministration,Presupuestaria,9.864505539881891,30
6360,toxicodependencia,Transdniéster,9.864376045883793,30
6409,CristianoDemócrata,Finanzplätze,9.864080017642229,30
6412,Centroafricana,upadministration,9.86407043703803,30
6431,HamburgoCopenhague,Quetzalcoatl,9.86394924443226,30
6439,LanguedocRoussillon,proceedings,9.863918581826306,30
6444,Interparlamentario,Multilateral,9.863878945861886,30
6445,upadministration,ParísStGermain,9.863877515919482,30
6461,Interinstitucional,Papayannakis,9.863818384143132,30
6463,Escandinavia,Interparlamentario,9.863812707255036,30
6471,Constitucionales,administration,9.863796729534908,30
6476,Nabucodonosor,BruselasAmsterdam,9.863778594224637,30
6485,Estadonación,Interinstitucional,9.863747937046362,30
6490,administration,comunitarización,9.863696575328081,30
6515,PSEVertsALEGUENGL,Wilhelmshaven,9.863591945266673,30
6532,EuropeaIzquierda,Vicepresidente,9.863535794349954,30
6550,Cederschiöld,HamburgoCopenhague,9.863432636685213,30
6559,turcochipriota,Socialdemócratas,9.863395220454565,30
6567,BruselasAmsterdam,Fundamentales,9.863361018991734,30
6606,Wohlfahrtsverbände,Jungfernrede,9.863176099019807,30
6614,Jarzembowski,SurEuropaAtlántico,9.86311958081436,30
6624,Thermonuclear,Stimmbürgerschaft,9.863086515418335,30
6626,Presupuestario,Euromediterráneo,9.863083888399807,30
6637,febreromarzo,SurEuropaAtlántico,9.863030563733822,30
6644,Wohlfahrtsverbände,escandinavia,9.862957402340898,30
6647,Interservice,Wohlfahrtsverbände,9.862950531665858,30
6707,desresponsabiliza,Bankgeheimnis,9.86257894815459,30
6761,BruselasAmsterdam,programamarco,9.86239645787937,30
6830,febreromarzo,CristianoDemócrata,9.862048785701086,30
6843,Handlungsbedarf,circunscribiera,9.861978273493477,30
6858,toxicodependencia,Conservadores,9.861889415102404,30
6895,Bankgeheimnis,superdiplomáticos,9.861694843453462,30
6924,Interuniversitaire,Cederschiöld,9.86151557195066,30
6926,Consumidores,CristianoDemócrata,9.861504792095158,30
6957,disfuncionamientos,Developments,9.861329925659058,30
6962,Observatorio,CristianoDemócrata,9.861303399137393,30
6963,Presupuestaria,Constitucionales,9.861278388393833,30
6964,Interparlamentaria,acuerdomarco,9.861275669935457,30
6973,EuropeaTúnez,HamburgoCopenhague,9.861235525350114,30
6986,mainstreaming,PSEVertsALEGUENGL,9.861168177546054,30
6995,Interparlamentario,Observatorio,9.861125055120509,30
6996,CALEIDOSCOPIO,BruselasAmsterdam,9.86112309959869,30
6997,BruselasAmsterdam,CALEIDOSCOPIO,9.86112309959869,30
7075,superdiplomáticos,Wolverhampton,9.860784945086515,30
7076,Stimmbürgerschaft,Kitzsteinhorn,9.860779073549487,30
7079,Encefalopatía,BoumedienneThiery,9.860756842862116,30
7084,desresponsabiliza,substituirlos,9.860737100744322,30
7100,proceedings,MatikainenKallström,9.860693592893632,30
7103,Constitucionales,KreisslDörfler,9.860669530139246,30
7111,socioeconómicio,Institucionales,9.860629756066208,30
7122,febreromarzo,Interparlamentario,9.860583994764777,30
7144,Bankpersonal,Interuniversitaire,9.860462988813307,30
7150,Møllergårdens,toxicodependencia,9.860423242767872,30
7172,EuropaIzquierda,DuffVoggenhuber,9.860326349733892,30
7189,CristianoDemócrata,Frankenbouff,9.860219041372595,30
7248,trastrocamiento,circunscribiera,9.85986198300721,30
7274,QuisthoudtRowohl,overstretching,9.859722533459163,30
7375,Interuniversitaire,EuropeaTúnez,9.859256125993403,30
7389,Steuereintreiber,juridictionnel,9.859198266726057,30
7432,Interuniversitaire,Interservice,9.859031764677065,30
7439,Commonwealth,Interuniversitaire,9.859015582710601,30
7487,MatikainenKallström,Bertelsmann,9.858801684525568,30
7496,toxicodependencia,megaoperación,9.858771454999625,30
7574,Subsecretario,BruselasAmsterdam,9.858542805270028,30
7593,SurEuropaAtlántico,Sheperdstown,9.858424505435613,30
7611,BoumedienneThiery,autoimpusiera,9.858381789116889,30
7612,Multilateral,Interinstitucional,9.858378556345988,30
7621,administration,Socialdemócratas,9.858345024954263,30
7631,Interparlamentario,Finanzplätze,9.858322884075765,30
7668,Europafortaleza,pedopornografía,9.85817075259147,30
7686,Stimmbürgerschaft,Mainstreaming,9.858105295629807,30
7697,PSEVertsALEGUENGL,Thermonuclear,9.858063494392894,30
7704,israelípalestina,ParísStGermain,9.858047007297785,30
7715,Gubernamental,BruselasAmsterdam,9.858007820125108,30
7756,liberalizadores,Vicepresidencia,9.857849947998783,30
7793,QuisthoudtRowohl,Diamantopoulou,9.85772246622218,30
7872,DuffVoggenhuber,Schweigepflicht,9.857357533701489,30
7878,PSEVertsALEGUENGL,KreissDörfler,9.857343648554826,30
7890,disfuncionamientos,Experimental,9.857282225847399,30
7928,Interuniversitaire,Quetzalcoatl,9.8571467625177,30
7934,descubrimiento,BoumedieneThiery,9.85713433741913,30
7970,directivamarco,CreutzfeldtJacob,9.856920304349083,30
7996,BoumedienneThiery,conveniomarco,9.85681460609132,30
8013,Interamericana,upadministration,9.856748129134452,30
8027,superdiplomáticos,Alyssandrakis,9.85669022832406,30
8029,Mediterráneo,CristianoDemócrata,9.856684938021811,30
8036,Centroafricana,EuropeaIzquierda,9.856658912347823,30
8043,Norteamérica,SurEuropaAtlántico,9.85661878632712,30
8075,Finanzminister,preabolicionista,9.85650431280823,30
8129,liberalizadores,Vicepresidentes,9.856236672412765,30
8143,Característico,Euromediterráneo,9.856192740896589,30
8144,francoalemana,toxicodependencia,9.856189047550526,30
8145,implementation,Socialdemócratas,9.856183516409436,30
8166,BushillMatthews,EuropaIzquierda,9.856097902524505,30
8174,EuropeaIzquierda,Managementknow,9.856056468533724,30
8189,HamburgoCopenhague,acuerdomarco,9.855956867739646,30
8218,BoumédienneThiery,Preferiríamos,9.855862757148445,30
8236,desresponsabiliza,obstaculación,9.855808283173424,30
8254,Interparlamentaria,Finanzplätze,9.855747722161842,30
8275,Höhereinstufungen,Wolverhampton,9.855677016556841,30
8298,Kitzsteinhorn,Höhereinstufungen,9.855604090873138,30
8305,Vicepresidente,BoumedieneThiery,9.85555881712097,30
8329,MatikainenKallström,Eurosystems,9.855447090085441,30
8350,Interinstitucional,anualización,9.855399258535323,30
8442,VodafoneMannesmann,Toxicomanías,9.8549322134918,30
8445,nongovernmental,Handlungsbedarf,9.85492188858909,30
8448,Vallelersundi,BruselasAmsterdam,9.854912785267535,30
8452,Latinoamericano,circunscribiera,9.854901589604294,30
8454,Atxalandabaso,coresponsabilidad,9.854898114400468,30
8500,Wohlfahrtsverbände,Herzogenrath,9.854621824003393,30
8501,RandzioPlath,Interparlamentario,9.854621746842865,30
8518,desresponsabiliza,megaoperación,9.854537150912615,30
8525,QuisthoudtRowohl,OloronCanfranc,9.85451620658092,30
8527,escandinavia,Interparlamentaria,9.854514748088224,30
8550,BruselasAmsterdam,Staffordshire,9.85441843066422,30
8640,BruselasAmsterdam,Armonizaremos,9.854010520738324,30
8647,liberalizadores,pedopornografía,9.853996751845838,30
8655,Interinstitucional,Commonwealth,9.853960266336285,30
8669,Latinoamericano,EuropaIzquierda,9.853922082499844,30
8673,Parlamentario,BruselasAmsterdam,9.853893535040777,30
8686,Polluterpays,Intergubernamental,9.853825432865982,30
8695,VodafoneMannesmann,Matabeleland,9.853801341887195,30
8718,nospecialfee,Wohlfahrtsverbände,9.853716297604766,30
8724,Gubernamental,PSEVertsALEGUENGL,9.853702665645184,30
8732,DuffVoggenhuber,Vallelelersundi,9.853677170935578,30
8753,ParísStGermain,EuropeaIzquierda,9.853627182015643,30
8770,Finanzplätze,Wohlfahrtsverbände,9.853555137100217,30
8794,Interuniversitaire,Jungfernrede,9.853448364397009,30
8810,Bankgeheimnis,Höhereinstufungen,9.853395878861711,30
8828,Transilvania,Interparlamentaria,9.853339881307033,30
8839,desresponsabiliza,Europeasocios,9.85329221822373,30
8845,escandinavia,CristianoDemócrata,9.853272226038179,30
8882,Ballycastle,LanguedocRoussillon,9.853120853180966,30
8887,Difundiremos,Interuniversitaire,9.853102531163758,30
8903,disfuncionamientos,escandinavia,9.85304582003788,30
8907,EuropaIzquierda,Schweigepflicht,9.853036451997399,30
8909,Complementariedad,Territoriales,9.853021481885705,30
8917,QuisthoudtRowohl,KreisslDörfler,9.852980203662847,30
8926,Finanzminister,Constitucionales,9.852968693038864,30
8979,Interparlamentaria,Matabeleland,9.852748039043354,30
9003,pedopornografía,reglamentomarco,9.852658892598518,30
9020,BoumedieneThiery,Vicepresidenta,9.85259585722733,30
9044,Vicepresidentes,circunscribiera,9.852523597756326,30
9052,CristianoDemócrata,Trabajadores,9.852489169869385,30
9107,Transdniéster,Complementariedad,9.85228142551518,30
9113,HamburgoCopenhague,febreromarzo,9.85225111776493,30
9115,Complementariedad,mainstreaming,9.852235347218146,30
9130,indivisibility,preabolicionista,9.852175929633779,30
9142,Höhereinstufungen,Thermonuclear,9.852141679287577,30
9184,circunscribiera,reglamentomarco,9.852021698861043,30
9212,escandinavia,Interparlamentario,9.851938643969138,30
9227,confrontándola,EuropeaIzquierda,9.851872612419605,30
9248,Interparlamentario,Quetzalcoatl,9.851792969790646,30
9256,Wohlfahrtsverbände,Quetzalcoatl,9.851737301474042,30
9257,CristianoDemócrata,Organization,9.851736466984862,30
9264,Interparlamentaria,USDepartment,9.85171924953636,30
9288,francoalemana,Höhereinstufungen,9.851636858564484,30
9341,Finanzminister,comunitarización,9.8514192686977,30
9364,QuisthoudtRowohl,Managementknow,9.851337990271409,30
9386,toxicodependencia,mainstreaming,9.851253746246373,30
9407,BoumedieneThiery,judeocristiano,9.851173836575013,30
9413,implementation,BoumedieneThiery,9.851159485688326,30
9414,Guardacostas,Interparlamentario,9.851155358212289,30
9429,Matabeleland,Intergubernamental,9.851088978902672,30
9434,Escandinavia,Interuniversitaire,9.851072822993236,30
9439,Constitucionales,Vicepresidenta,9.851060919344635,30
9480,KreissDörfler,Höhereinstufungen,9.850913826398891,30
9505,SOSDemocracia,Höhereinstufungen,9.850836375691419,30
9532,euromediteránea,socioeconómicio,9.850768757470128,30
9544,CreutzfeldtJacob,Rechtsakademie,9.850709084864476,30
9582,Cederschiöld,VodafoneMannesmann,9.85054157911594,30
9587,Parlamentaria,BruselasAmsterdam,9.850526367701493,30
9650,Observatorio,Interparlamentaria,9.85031070634366,30
9656,Complementariedad,Thermonuclear,9.85029082151959,30
9667,HamburgoCopenhague,Guardacostas,9.85023601728502,30
9717,Liechtenstein,BruselasAmsterdam,9.85007063844402,30
9745,Jarzembowski,Wohlfahrtsverbände,9.849976452156273,30
9755,Liechtenstein,BoumedienneThiery,9.849938905907216,30
9774,toxicodependencia,biodiversidad,9.849870094812799,30
9807,BushillMatthews,reglamentomarco,9.84977563351391,30
9821,Interamericana,BoumedieneThiery,9.84970370297111,30
9854,Transilvania,Interparlamentario,9.849607212268163,30
9858,CreutzfeldtJacob,judeocristiano,9.84959244750783,30
9863,CreutzfeldtJacob,Matabelelandia,9.849576559949204,30
9887,Handlungsbedarf,Vicepresidencia,9.84949839582958,30
9899,Medicamentos,Interparlamentaria,9.849464029337927,30
9918,RandzioPlath,Interparlamentaria,9.849406418007895,30
9923,Interuniversitaire,Jarzembowski,9.849379880392354,30
9935,Interparlamentario,USDepartment,9.849342111719855,30
9941,Transilvania,CristianoDemócrata,9.84932974607391,30
10004,Handlungsbedarf,Latinoamericano,9.849114502867495,30
10022,Matabeleland,Interparlamentario,9.849057709667564,30
10088,Herzogenrath,HamburgoCopenhague,9.848801407527292,30
10200,QuisthoudtRowohl,turcochipriota,9.848447403477836,30
10230,Multilateral,Wohlfahrtsverbände,9.848351959690643,30
10242,Interparlamentario,Commonwealth,9.848324648637682,30
10271,Gobernadores,CristianoDemócrata,9.848223197090363,30
10277,Complementariedad,KreissDörfler,9.84820563011138,30
10287,Wohlfahrtsverbände,Bankpersonal,9.84817914462509,30
10329,toxicodependencia,KreissDörfler,9.848016009796805,30
10337,conveniomarco,BruselasAmsterdam,9.847962120538792,30
10340,chiffresclés,Interuniversitaire,9.847949763065419,30
10354,desresponsabiliza,reponderación,9.847906894306274,30
10367,Complementariedad,Encefalopatía,9.847861146788755,30
10368,desresponsabiliza,Interraciales,9.847859547653993,30
10465,Höhereinstufungen,Independencia,9.8475522393334,30
10472,BoumedienneThiery,Subsecretario,9.84752482047361,30
10524,CreutzfeldtJacob,Presupuestaria,9.847358070894593,30
10568,Interparlamentaria,Quetzalcoatl,9.847223681063268,30
10610,Guardacostas,Interparlamentaria,9.847108178285547,30
10653,Commonwealth,HamburgoCopenhague,9.846981013982417,30
10669,nachweislichen,upadministration,9.846930494389246,30
10683,Matabeleland,Interuniversitaire,9.846900294908295,30
10698,QuisthoudtRowohl,LIFENaturaleza,9.84685966102319,30
10706,Frankenbouff,Interparlamentario,9.846849803984012,30
10729,EuropeaIzquierda,turcochipriota,9.846746259813255,30
10739,Commonwealth,Interparlamentaria,9.846725400032595,30
10765,BadenWürttemberg,Interamericana,9.846638094752901,30
10768,Institucionales,EuropaIzquierda,9.846626725832175,30
10774,LIFENaturaleza,BadenWürttemberg,9.846599952803457,30
10777,Frankenbouff,Intergubernamental,9.846579582054583,30
10818,Europafortaleza,Vicepresidentes,9.84644685702236,30
10826,SurEuropaAtlántico,EuropeoAnexo,9.846405876399912,30
10828,Medicamentos,Interparlamentario,9.846390345607265,30
10848,Saludaríamos,CristianoDemócrata,9.846313567907243,30
10864,Constitucionales,Matabelelandia,9.846270029393335,30
10879,CreutzfeldtJacob,Diamantopoulou,9.846209031846229,30
10902,Interuniversitaire,Pensionistas,9.846120966519493,30
10937,overthecounter,BoumedieneThiery,9.845961828715152,30
10963,BushillMatthews,nongovernmental,9.845872285376402,30
10964,SurEuropaAtlántico,Euroejército,9.845870010359267,30
11061,USDepartment,Intergubernamental,9.845537365335405,30
11124,HamburgoCopenhague,Finanzplätze,9.845328038158295,30
11178,OloronCanfranc,EuropeaIzquierda,9.845155649717608,30
11198,EuropeaSuiza,SurEuropaAtlántico,9.845097341934885,30
11200,Wolverhampton,toxicodependencia,9.845088734094855,30
11211,QuisthoudtRowohl,Presupuestaria,9.845065519547404,30
11218,Interinstitucional,Guardacostas,9.8450505682671,30
11237,LanguedocRoussillon,outsourcing,9.844982035727996,30
11240,BoumedienneThiery,Caleidoscopio,9.84497516033742,30
11241,BoumedienneThiery,CALEIDOSCOPIO,9.84497516033742,30
